Id,CommandeRef,ProduitReference,Quantite,PrixUnitaire
830,371,SODIV-40478,1,451
831,371,SODIV-40491,10,2506
832,371,SODIV-40132,2,2187
833,372,SODIV-40441,1,544
834,372,SODIV-40315,3,571
835,373,SODIV-40099,2,83
836,373,SODIV-40401,5,222
837,374,SODIV-40539,3,2621
838,375,SODIV-40450,3,291
839,375,SODIV-40185,1,2079
840,375,SODIV-40115,1,2448
841,375,SODIV-40289,5,1523
842,375,SODIV-40366,4,641
843,376,SODIV-40304,1,3834
844,376,SODIV-40577,3,3997
845,377,SODIV-40449,1,3573
846,378,SODIV-40576,2,1648
847,378,SODIV-40471,3,3911
848,379,SODIV-40328,10,1800
849,379,SODIV-40116,1,1456
850,380,SODIV-40313,3,148
851,381,SODIV-40290,1,1358
852,381,SODIV-40236,3,2418
853,381,SODIV-40428,3,2287
854,382,SODIV-40227,1,776
855,383,SODIV-40179,4,271
856,383,SODIV-40298,1,2119
857,384,SODIV-40210,5,3683
858,385,SODIV-40427,1,2725
859,385,SODIV-40472,4,2158
860,386,SODIV-40515,1,1917
861,386,SODIV-40475,1,2442
862,387,SODIV-40218,1,1667
863,387,SODIV-40107,3,3362
864,387,SODIV-40498,1,3829
865,388,SODIV-40229,1,3511
866,388,SODIV-40063,1,2559
867,388,SODIV-40505,3,3377
868,388,SODIV-40389,1,3336
869,389,SODIV-40196,1,2598
870,390,SODIV-40302,2,2580
871,390,SODIV-40014,1,1243
872,391,SODIV-40039,2,2089
873,391,SODIV-40294,1,1480
874,391,SODIV-40076,1,531
875,392,SODIV-40605,1,2931
876,393,SODIV-40099,1,83
877,393,SODIV-40280,1,607
878,393,SODIV-40178,1,2729
879,394,SODIV-40216,1,2881
880,394,SODIV-40164,1,3494
881,394,SODIV-40027,3,923
882,394,SODIV-40184,1,3475
883,394,SODIV-40150,2,2810
884,395,SODIV-40538,1,914
885,395,SODIV-40517,1,1112
886,395,SODIV-40305,1,705
887,396,SODIV-40238,1,2956
888,396,SODIV-40361,2,2140
889,396,SODIV-40198,1,1724
890,397,SODIV-40173,1,3630
891,397,SODIV-40344,4,389
892,397,SODIV-40553,3,1683
893,398,SODIV-40634,2,1850
894,398,SODIV-40286,2,1375
895,398,SODIV-40428,1,2287
896,399,SODIV-40122,1,2794
897,399,SODIV-40283,3,3335
898,399,SODIV-40241,10,3976
899,400,SODIV-40594,1,2939
900,401,SODIV-40398,4,1376
901,401,SODIV-40202,3,225
902,402,SODIV-40356,1,2113
903,402,SODIV-40631,2,1630
904,403,SODIV-40451,1,1494
905,404,SODIV-40476,1,1238
906,404,SODIV-40535,1,1215
907,405,SODIV-40557,4,448
908,406,SODIV-40094,1,3242
909,406,SODIV-40535,2,1215
910,406,SODIV-40531,1,1024
911,407,SODIV-40197,1,1949
912,408,SODIV-40462,5,555
913,408,SODIV-40650,1,2005
914,409,SODIV-40609,1,3572
915,409,SODIV-40373,1,3797
916,409,SODIV-40188,2,3583
917,410,SODIV-40185,1,2079
918,410,SODIV-40578,4,3371
919,410,SODIV-40304,1,3834
920,410,SODIV-40550,1,3912
921,410,SODIV-40333,1,3829
922,411,SODIV-40570,5,157
923,411,SODIV-40531,1,1024
924,412,SODIV-40489,4,3718
925,413,SODIV-40181,2,1654
926,413,SODIV-40391,1,3979
927,413,SODIV-40415,4,1225
928,414,SODIV-40071,1,2670
929,414,SODIV-40322,1,3976
930,415,SODIV-40369,1,1963
931,415,SODIV-40276,1,3256
932,416,SODIV-40619,10,2148
933,416,SODIV-40029,2,3992
934,416,SODIV-40239,1,1748
935,417,SODIV-40383,1,2867
936,417,SODIV-40063,1,2559
937,417,SODIV-40507,1,1003
938,417,SODIV-40630,1,378
939,418,SODIV-40469,1,2220
940,418,SODIV-40138,1,921
941,418,SODIV-40091,2,421
942,418,SODIV-40016,3,832
943,418,SODIV-40456,1,3976
944,419,SODIV-40574,1,1032
945,420,SODIV-40094,1,3242
946,420,SODIV-40225,1,2376
947,420,SODIV-40565,2,3351
948,421,SODIV-40196,1,2598
949,421,SODIV-40131,3,3528
950,421,SODIV-40148,1,2326
951,422,SODIV-40323,3,2665
952,422,SODIV-40017,1,706
953,423,SODIV-40387,1,2608
954,423,SODIV-40651,1,1416
955,423,SODIV-40368,1,2622
956,424,SODIV-40307,1,1660
957,425,SODIV-40194,1,2853
958,425,SODIV-40284,3,3654
959,425,SODIV-40631,2,1630
960,425,SODIV-40507,1,1003
961,426,SODIV-40365,3,3508
962,426,SODIV-40552,1,3465
963,427,SODIV-40572,1,2063
964,427,SODIV-40426,1,898
965,428,SODIV-40028,4,2227
966,428,SODIV-40236,1,2418
967,428,SODIV-40179,1,271
968,428,SODIV-40606,1,3652
969,428,SODIV-40404,1,1176
970,429,SODIV-40051,5,3110
971,430,SODIV-40593,1,1667
972,430,SODIV-40649,5,2003
973,431,SODIV-40305,4,705
974,431,SODIV-40227,1,776
975,431,SODIV-40244,3,3147
976,432,SODIV-40387,3,2608
977,433,SODIV-40622,2,2784
978,434,SODIV-40272,4,2001
979,435,SODIV-40265,4,453
980,436,SODIV-40123,1,2977
981,436,SODIV-40048,1,3403
982,436,SODIV-40333,1,3829
983,437,SODIV-40298,1,2119
984,437,SODIV-40077,1,3392
985,438,SODIV-40520,5,592
986,438,SODIV-40235,2,303
987,438,SODIV-40409,1,3343
988,438,SODIV-40127,10,1965
989,439,SODIV-40635,1,2606
990,439,SODIV-40580,1,82
991,440,SODIV-40645,1,340
992,440,SODIV-40322,2,3976
993,441,SODIV-40270,1,1089
994,441,SODIV-40312,1,3490
995,442,SODIV-40195,1,106
996,442,SODIV-40308,2,2868
997,442,SODIV-40355,1,3377
998,442,SODIV-40274,1,281
999,443,SODIV-40654,1,3810
1000,443,SODIV-40397,1,3520
1001,443,SODIV-40031,2,282
1002,444,SODIV-40184,2,3475
1003,444,SODIV-40347,1,683
1004,444,SODIV-40470,4,287
1005,445,SODIV-40078,1,1212
1006,446,SODIV-40497,3,3150
1007,446,SODIV-40313,1,148
1008,447,SODIV-40362,10,315
1009,447,SODIV-40456,1,3976
1010,448,SODIV-40629,1,2349
1011,448,SODIV-40270,1,1089
1012,449,SODIV-40399,1,3771
1013,449,SODIV-40586,1,3596
1014,450,SODIV-40657,1,3973
1015,451,SODIV-40362,1,315
1016,452,SODIV-40657,1,3973
1017,452,SODIV-40004,1,602
1018,452,SODIV-40469,2,2220
1019,453,SODIV-40206,1,2818
1020,453,SODIV-40016,1,832
1021,454,SODIV-40331,10,537
1022,454,SODIV-40100,10,2886
1023,454,SODIV-40214,3,3055
1024,454,SODIV-40421,1,2682
1025,455,SODIV-40582,2,1273
1026,455,SODIV-40041,5,2609
1027,455,SODIV-40145,2,3595
1028,456,SODIV-40553,1,1683
1029,457,SODIV-40331,1,537
1030,458,SODIV-40600,1,2109
1031,459,SODIV-40551,2,1593
1032,459,SODIV-40605,1,2931
1033,460,SODIV-40392,2,3659
1034,461,SODIV-40101,4,2980
1035,461,SODIV-40117,3,111
1036,462,SODIV-40183,1,1050
1037,463,SODIV-40103,1,2827
1038,464,SODIV-40427,1,2725
1039,465,SODIV-40475,1,2442
1040,465,SODIV-40047,1,681
1041,466,SODIV-40106,1,2064
1042,466,SODIV-40154,3,2695
1043,467,SODIV-40490,1,696
1044,467,SODIV-40172,1,2023
1045,468,SODIV-40446,1,2686
1046,468,SODIV-40615,10,3290
1047,468,SODIV-40341,1,1300
1048,469,SODIV-40533,2,2332
1049,469,SODIV-40179,2,271
1050,470,SODIV-40642,10,2506
1051,471,SODIV-40505,3,3377
1052,471,SODIV-40530,1,1197
1053,472,SODIV-40428,1,2287
1054,472,SODIV-40647,1,3759
1055,473,SODIV-40565,5,3351
1056,473,SODIV-40174,1,1669
1057,474,SODIV-40262,2,3718
1058,474,SODIV-40470,1,287
1059,474,SODIV-40240,2,2247
1060,475,SODIV-40401,1,222
1061,476,SODIV-40599,2,2772
1062,476,SODIV-40324,2,2452
1063,476,SODIV-40062,5,3038
1064,477,SODIV-40043,1,2726
1065,477,SODIV-40076,1,531
1066,477,SODIV-40114,2,3622
1067,477,SODIV-40107,1,3362
1068,478,SODIV-40123,1,2977
1069,478,SODIV-40056,3,619
1070,479,SODIV-40478,1,451
1071,479,SODIV-40151,1,2736
1072,479,SODIV-40504,2,1200
1073,480,SODIV-40129,1,2787
1074,481,SODIV-40162,1,1304
1075,481,SODIV-40423,10,724
1076,481,SODIV-40264,3,3477
1077,482,SODIV-40313,4,148
1078,482,SODIV-40411,1,3802
1079,482,SODIV-40353,4,3484
1080,483,SODIV-40417,4,2635
1081,484,SODIV-40465,1,3899
1082,484,SODIV-40574,1,1032
1083,485,SODIV-40210,1,3683
1084,486,SODIV-40275,2,2153
1085,486,SODIV-40295,2,910
1086,486,SODIV-40617,2,674
1087,486,SODIV-40560,1,3032
1088,486,SODIV-40389,4,3336
1089,487,SODIV-40161,2,2415
1090,488,SODIV-40334,2,3555
1091,488,SODIV-40585,2,1326
1092,488,SODIV-40658,1,1364
1093,488,SODIV-40196,5,2598
1094,489,SODIV-40415,1,1225
1095,489,SODIV-40619,1,2148
1096,490,SODIV-40256,1,303
1097,490,SODIV-40074,5,2460
1098,490,SODIV-40301,2,3254
1099,491,SODIV-40589,3,2018
1100,492,SODIV-40594,3,2939
1101,492,SODIV-40113,1,765
1102,492,SODIV-40543,2,2651
1103,492,SODIV-40131,2,3528
1104,493,SODIV-40329,1,693
1105,494,SODIV-40199,1,502
1106,494,SODIV-40491,1,2506
1107,495,SODIV-40538,4,914
1108,495,SODIV-40035,1,1914
1109,496,SODIV-40622,1,2784
1110,497,SODIV-40085,1,3974
1111,498,SODIV-40050,1,1205
1112,498,SODIV-40058,1,2573
1113,499,SODIV-40155,3,2503
1114,499,SODIV-40577,1,3997
1115,499,SODIV-40504,1,1200
1116,499,SODIV-40490,1,696
1117,500,SODIV-40638,1,1406
1118,500,SODIV-40668,1,251
1119,500,SODIV-40075,1,457
1120,501,SODIV-40583,3,1517
1121,502,SODIV-40328,1,1800
1122,502,SODIV-40248,1,2803
1123,503,SODIV-40310,1,3297
1124,503,SODIV-40577,5,3997
1125,504,SODIV-40101,1,2980
1126,504,SODIV-40343,1,3962
1127,504,SODIV-40669,1,3445
1128,504,SODIV-40467,1,2390
1129,504,SODIV-40552,1,3465
1130,505,SODIV-40414,1,1290
1131,505,SODIV-40437,4,3702
1132,506,SODIV-40010,3,3253
1133,507,SODIV-40202,3,225
1134,508,SODIV-40260,3,1293
1135,508,SODIV-40018,1,3021
1136,509,SODIV-40459,1,1850
1137,509,SODIV-40517,4,1112
1138,509,SODIV-40584,1,780
1139,509,SODIV-40354,2,945
1140,509,SODIV-40379,1,2650
1141,510,SODIV-40001,1,839
1142,510,SODIV-40536,4,2380
1143,511,SODIV-40121,1,1267
1144,512,SODIV-40601,4,648
1145,513,SODIV-40574,1,1032
1146,514,SODIV-40045,1,3317
1147,514,SODIV-40152,1,2937
1148,515,SODIV-40002,1,2059
1149,515,SODIV-40204,1,2659
1150,516,SODIV-40455,2,967
1151,516,SODIV-40326,1,278
1152,516,SODIV-40533,3,2332
1153,516,SODIV-40444,1,1081
1154,516,SODIV-40400,1,2261
1155,517,SODIV-40187,1,2378
1156,517,SODIV-40566,1,3757
1157,518,SODIV-40353,1,3484
1158,518,SODIV-40192,1,248
1159,519,SODIV-40564,1,2336
1160,519,SODIV-40298,3,2119
1161,520,SODIV-40507,3,1003
1162,521,SODIV-40141,1,1475
1163,521,SODIV-40428,1,2287
1164,521,SODIV-40550,1,3912
1165,522,SODIV-40468,1,3062
1166,522,SODIV-40021,1,2741
1167,523,SODIV-40449,1,3573
1168,524,SODIV-40412,1,2650
1169,524,SODIV-40012,5,2643
1170,524,SODIV-40052,1,3709
1171,525,SODIV-40185,1,2079
1172,525,SODIV-40338,4,298
1173,525,SODIV-40277,1,2469
1174,526,SODIV-40657,1,3973
1175,527,SODIV-40284,1,3654
1176,527,SODIV-40325,1,1420
1177,528,SODIV-40544,1,1971
1178,528,SODIV-40587,1,2768
1179,529,SODIV-40144,2,1921
1180,529,SODIV-40509,1,704
1181,529,SODIV-40581,4,481
1182,529,SODIV-40628,1,3835
1183,529,SODIV-40109,2,3406
1184,530,SODIV-40416,4,2850
1185,530,SODIV-40330,1,3120
1186,531,SODIV-40416,4,2850
1187,531,SODIV-40664,1,707
1188,532,SODIV-40258,1,1293
1189,533,SODIV-40612,3,1361
1190,534,SODIV-40376,3,3540
1191,534,SODIV-40389,1,3336
1192,535,SODIV-40256,1,303
1193,536,SODIV-40365,1,3508
1194,536,SODIV-40633,1,1460
1195,537,SODIV-40596,1,635
1196,537,SODIV-40215,1,130
1197,537,SODIV-40270,10,1089
1198,538,SODIV-40047,1,681
1199,539,SODIV-40646,1,525
1200,539,SODIV-40406,4,3313
1201,540,SODIV-40118,1,2943
1202,541,SODIV-40085,1,3974
1203,541,SODIV-40042,1,1726
1204,541,SODIV-40456,2,3976
1205,542,SODIV-40109,1,3406
1206,543,SODIV-40259,1,1687
1207,543,SODIV-40032,1,1326
1208,543,SODIV-40355,1,3377
1209,544,SODIV-40552,1,3465
1210,545,SODIV-40076,1,531
1211,546,SODIV-40507,1,1003
1212,546,SODIV-40234,1,1786
1213,546,SODIV-40142,3,1964
1214,546,SODIV-40174,1,1669
1215,547,SODIV-40247,1,3773
1216,547,SODIV-40398,1,1376
1217,547,SODIV-40229,1,3511
1218,548,SODIV-40514,2,599
1219,548,SODIV-40305,1,705
1220,548,SODIV-40403,1,3185
1221,549,SODIV-40155,4,2503
1222,549,SODIV-40603,1,3772
1223,549,SODIV-40538,5,914
1224,550,SODIV-40518,1,3737
1225,550,SODIV-40161,1,2415
1226,551,SODIV-40323,1,2665
1227,552,SODIV-40271,1,1513
1228,552,SODIV-40590,3,2628
1229,553,SODIV-40353,1,3484
1230,553,SODIV-40207,1,1595
1231,553,SODIV-40570,3,157
1232,554,SODIV-40597,1,2985
1233,554,SODIV-40484,3,1619
1234,555,SODIV-40383,3,2867
1235,555,SODIV-40225,3,2376
1236,556,SODIV-40359,1,3645
1237,556,SODIV-40541,1,3826
1238,556,SODIV-40592,1,1785
1239,556,SODIV-40481,2,715
1240,557,SODIV-40633,1,1460
1241,558,SODIV-40524,2,410
1242,558,SODIV-40185,1,2079
1243,559,SODIV-40275,1,2153
1244,559,SODIV-40214,2,3055
1245,560,SODIV-40165,1,2245
1246,560,SODIV-40594,1,2939
1247,561,SODIV-40008,2,2521
1248,562,SODIV-40032,10,1326
1249,562,SODIV-40570,1,157
1250,562,SODIV-40544,1,1971
1251,562,SODIV-40337,5,3913
1252,562,SODIV-40601,2,648
1253,563,SODIV-40228,2,383
1254,564,SODIV-40353,1,3484
1255,564,SODIV-40133,1,3763
1256,565,SODIV-40443,1,1364
1257,565,SODIV-40250,1,2108
1258,566,SODIV-40350,1,1121
1259,567,SODIV-40563,4,3923
1260,568,SODIV-40174,1,1669
1261,568,SODIV-40504,1,1200
1262,568,SODIV-40554,1,3215
1263,568,SODIV-40330,3,3120
1264,569,SODIV-40165,1,2245
1265,569,SODIV-40397,1,3520
1266,570,SODIV-40229,10,3511
1267,570,SODIV-40176,3,409
1268,570,SODIV-40495,1,3260
1269,571,SODIV-40297,1,1899
1270,571,SODIV-40457,1,1723
1271,571,SODIV-40186,1,3773
1272,571,SODIV-40565,1,3351
1273,572,SODIV-40443,1,1364
1274,572,SODIV-40598,3,3921
1275,572,SODIV-40425,1,2568
1276,572,SODIV-40058,2,2573
1277,573,SODIV-40211,4,1016
1278,573,SODIV-40002,3,2059
1279,574,SODIV-40178,1,2729
1280,574,SODIV-40102,2,517
1281,575,SODIV-40519,1,1235
1282,575,SODIV-40131,3,3528
1283,575,SODIV-40270,1,1089
1284,575,SODIV-40103,1,2827
1285,576,SODIV-40224,4,1438
1286,576,SODIV-40068,2,613
1287,576,SODIV-40461,1,2585
1288,577,SODIV-40277,1,2469
1289,577,SODIV-40264,1,3477
1290,577,SODIV-40489,1,3718
1291,578,SODIV-40418,2,1895
1292,578,SODIV-40056,4,619
1293,579,SODIV-40489,1,3718
1294,579,SODIV-40141,1,1475
1295,579,SODIV-40059,1,2694
1296,580,SODIV-40181,1,1654
1297,580,SODIV-40468,1,3062
1298,580,SODIV-40445,4,143
1299,581,SODIV-40439,1,2618
1300,581,SODIV-40495,10,3260
1301,581,SODIV-40315,1,571
1302,581,SODIV-40628,1,3835
1303,581,SODIV-40538,1,914
1304,582,SODIV-40582,3,1273
1305,582,SODIV-40065,2,2241
1306,582,SODIV-40348,1,2583
1307,583,SODIV-40013,1,1819
1308,584,SODIV-40572,2,2063
1309,584,SODIV-40320,1,1013
1310,584,SODIV-40505,1,3377
1311,585,SODIV-40499,1,822
1312,585,SODIV-40202,2,225
1313,585,SODIV-40227,1,776
1314,586,SODIV-40390,1,2123
1315,587,SODIV-40151,1,2736
1316,587,SODIV-40169,1,1896
1317,588,SODIV-40076,1,531
1318,588,SODIV-40320,1,1013
1319,589,SODIV-40601,2,648
1320,589,SODIV-40086,1,440
1321,589,SODIV-40597,3,2985
1322,590,SODIV-40124,1,514
1323,590,SODIV-40574,1,1032
1324,590,SODIV-40404,1,1176
1325,590,SODIV-40290,4,1358
1326,591,SODIV-40232,2,2539
1327,592,SODIV-40268,2,3245
1328,593,SODIV-40027,1,923
1329,593,SODIV-40407,1,2781
1330,594,SODIV-40403,4,3185
1331,595,SODIV-40503,1,3144
1332,595,SODIV-40415,10,1225
1333,596,SODIV-40475,4,2442
1334,596,SODIV-40512,1,3966
1335,597,SODIV-40215,1,130
1336,598,SODIV-40464,4,196
1337,598,SODIV-40113,1,765
1338,598,SODIV-40440,2,1143
1339,598,SODIV-40522,10,3757
1340,598,SODIV-40134,1,1853
1341,599,SODIV-40290,1,1358
1342,599,SODIV-40092,1,3218
1343,599,SODIV-40489,1,3718
1344,600,SODIV-40387,10,2608
1345,601,SODIV-40578,1,3371
1346,601,SODIV-40376,1,3540
1347,602,SODIV-40036,1,362
1348,603,SODIV-40140,1,2238
1349,604,SODIV-40129,3,2787
1350,604,SODIV-40269,4,2537
1351,604,SODIV-40071,1,2670
1352,604,SODIV-40001,2,839
1353,605,SODIV-40105,1,800
1354,606,SODIV-40393,1,2534
1355,607,SODIV-40125,1,3904
1356,607,SODIV-40079,1,3235
1357,607,SODIV-40538,2,914
1358,608,SODIV-40541,1,3826
1359,608,SODIV-40489,1,3718
1360,608,SODIV-40587,1,2768
1361,609,SODIV-40327,3,1137
1362,609,SODIV-40466,5,515
1363,610,SODIV-40451,10,1494
1364,611,SODIV-40147,1,1618
1365,611,SODIV-40169,1,1896
1366,611,SODIV-40516,1,1482
1367,612,SODIV-40352,1,1017
1368,612,SODIV-40280,1,607
1369,612,SODIV-40228,1,383
1370,613,SODIV-40217,1,3850
1371,613,SODIV-40595,1,3989
1372,613,SODIV-40668,1,251
1373,614,SODIV-40643,1,720
1374,615,SODIV-40035,2,1914
1375,615,SODIV-40150,3,2810
1376,616,SODIV-40042,1,1726
1377,616,SODIV-40634,1,1850
1378,617,SODIV-40327,4,1137
1379,618,SODIV-40276,1,3256
1380,618,SODIV-40661,10,3554
1381,618,SODIV-40596,1,635
1382,618,SODIV-40369,1,1963
1383,619,SODIV-40484,1,1619
1384,619,SODIV-40457,5,1723
1385,619,SODIV-40432,1,3735
1386,619,SODIV-40228,4,383
1387,620,SODIV-40083,1,2585
1388,620,SODIV-40553,2,1683
1389,620,SODIV-40245,1,1361
1390,621,SODIV-40384,1,1086
1391,622,SODIV-40461,1,2585
1392,622,SODIV-40119,3,1294
1393,622,SODIV-40370,1,1638
1394,623,SODIV-40576,3,1648
1395,623,SODIV-40491,1,2506
1396,624,SODIV-40345,4,3607
1397,624,SODIV-40256,3,303
1398,625,SODIV-40099,3,83
1399,625,SODIV-40625,2,450
1400,625,SODIV-40661,3,3554
1401,625,SODIV-40012,1,2643
1402,626,SODIV-40565,1,3351
1403,627,SODIV-40128,1,1107
1404,628,SODIV-40352,1,1017
1405,628,SODIV-40309,1,2906
1406,628,SODIV-40223,1,3674
1407,628,SODIV-40488,1,1717
1408,629,SODIV-40416,10,2850
1409,629,SODIV-40074,1,2460
1410,630,SODIV-40260,5,1293
1411,630,SODIV-40236,1,2418
1412,630,SODIV-40641,2,1833
1413,630,SODIV-40415,3,1225
1414,631,SODIV-40055,1,1650
1415,632,SODIV-40660,1,1186
1416,632,SODIV-40082,1,2011
1417,632,SODIV-40196,1,2598
1418,633,SODIV-40258,1,1293
1419,633,SODIV-40556,1,999
1420,633,SODIV-40019,3,3724
1421,634,SODIV-40548,3,1411
1422,635,SODIV-40322,1,3976
1423,636,SODIV-40364,4,1783
1424,637,SODIV-40330,2,3120
1425,637,SODIV-40101,5,2980
1426,637,SODIV-40577,1,3997
1427,637,SODIV-40274,1,281
1428,638,SODIV-40597,1,2985
1429,639,SODIV-40069,3,3809
1430,639,SODIV-40263,1,2653
1431,640,SODIV-40570,1,157
1432,640,SODIV-40057,1,569
1433,640,SODIV-40646,1,525
1434,641,SODIV-40498,1,3829
1435,642,SODIV-40503,1,3144
1436,643,SODIV-40017,1,706
1437,643,SODIV-40381,1,2133
1438,643,SODIV-40206,5,2818
1439,644,SODIV-40253,1,662
1440,644,SODIV-40147,1,1618
1441,644,SODIV-40182,1,2677
1442,645,SODIV-40492,1,3326
1443,645,SODIV-40626,3,2944
1444,646,SODIV-40640,1,2982
1445,647,SODIV-40373,1,3797
1446,647,SODIV-40087,2,3409
1447,647,SODIV-40548,1,1411
1448,648,SODIV-40541,3,3826
1449,649,SODIV-40223,1,3674
1450,649,SODIV-40355,2,3377
1451,650,SODIV-40659,3,1086
1452,650,SODIV-40428,1,2287
1453,650,SODIV-40497,1,3150
1454,651,SODIV-40334,3,3555
1455,651,SODIV-40573,1,2604
1456,651,SODIV-40367,1,2866
1457,651,SODIV-40396,1,2616
1458,652,SODIV-40320,3,1013
1459,653,SODIV-40006,1,1136
1460,653,SODIV-40390,1,2123
1461,653,SODIV-40573,1,2604
1462,654,SODIV-40247,4,3773
1463,654,SODIV-40456,1,3976
1464,654,SODIV-40003,3,402
1465,655,SODIV-40423,1,724
1466,656,SODIV-40456,1,3976
1467,656,SODIV-40592,1,1785
1468,656,SODIV-40183,3,1050
1469,657,SODIV-40112,1,979
1470,658,SODIV-40428,4,2287
1471,658,SODIV-40332,1,2724
1472,659,SODIV-40566,3,3757
1473,659,SODIV-40080,1,3102
1474,659,SODIV-40044,1,3656
1475,660,SODIV-40663,1,1984
1476,660,SODIV-40031,1,282
1477,661,SODIV-40008,2,2521
1478,662,SODIV-40167,3,887
1479,662,SODIV-40117,2,111
1480,662,SODIV-40656,3,1655
1481,662,SODIV-40032,1,1326
1482,663,SODIV-40579,1,3724
1483,664,SODIV-40051,1,3110
1484,664,SODIV-40437,2,3702
1485,665,SODIV-40053,1,3003
1486,666,SODIV-40044,2,3656
1487,666,SODIV-40631,1,1630
1488,666,SODIV-40639,1,1121
1489,667,SODIV-40548,1,1411
1490,668,SODIV-40382,1,2434
1491,668,SODIV-40240,1,2247
1492,668,SODIV-40529,1,3661
1493,668,SODIV-40270,2,1089
1494,669,SODIV-40487,3,2124
1495,669,SODIV-40600,1,2109
1496,670,SODIV-40668,1,251
1497,670,SODIV-40505,1,3377
1498,670,SODIV-40570,1,157
1499,670,SODIV-40181,1,1654
1500,671,SODIV-40091,1,421
1501,671,SODIV-40135,2,1721
1502,672,SODIV-40070,3,594
1503,673,SODIV-40347,2,683
1504,673,SODIV-40649,2,2003
1505,674,SODIV-40031,4,282
1506,675,SODIV-40516,4,1482
1507,676,SODIV-40585,1,1326
1508,676,SODIV-40644,1,2202
1509,677,SODIV-40474,3,3861
1510,678,SODIV-40613,1,1434
1511,679,SODIV-40239,1,1748
1512,680,SODIV-40020,1,104
1513,681,SODIV-40137,3,913
1514,681,SODIV-40293,1,3612
1515,681,SODIV-40623,5,2861
1516,682,SODIV-40190,5,905
1517,682,SODIV-40019,1,3724
1518,682,SODIV-40425,1,2568
1519,683,SODIV-40284,2,3654
1520,683,SODIV-40016,2,832
1521,684,SODIV-40321,1,3959
1522,684,SODIV-40552,3,3465
1523,684,SODIV-40420,10,3358
1524,684,SODIV-40028,2,2227
1525,685,SODIV-40586,1,3596
1526,686,SODIV-40294,1,1480
1527,687,SODIV-40082,2,2011
1528,688,SODIV-40233,1,2182
1529,688,SODIV-40266,4,1614
1530,688,SODIV-40285,1,3655
1531,689,SODIV-40039,3,2089
1532,689,SODIV-40516,1,1482
1533,690,SODIV-40332,2,2724
1534,691,SODIV-40614,1,3279
1535,691,SODIV-40548,1,1411
1536,691,SODIV-40310,1,3297
1537,691,SODIV-40068,1,613
1538,692,SODIV-40431,3,2979
1539,692,SODIV-40487,1,2124
1540,692,SODIV-40450,1,291
1541,693,SODIV-40458,1,2717
1542,694,SODIV-40342,1,2805
1543,694,SODIV-40404,1,1176
1544,694,SODIV-40276,2,3256
1545,695,SODIV-40599,3,2772
1546,695,SODIV-40657,1,3973
1547,696,SODIV-40480,3,3273
1548,696,SODIV-40580,1,82
1549,696,SODIV-40543,4,2651
1550,697,SODIV-40505,2,3377
1551,698,SODIV-40372,1,3784
1552,698,SODIV-40318,1,68
1553,699,SODIV-40350,2,1121
1554,699,SODIV-40491,1,2506
1555,699,SODIV-40051,10,3110
1556,699,SODIV-40231,1,2041
1557,700,SODIV-40373,1,3797
1558,701,SODIV-40205,1,3902
1559,701,SODIV-40006,1,1136
1560,702,SODIV-40113,1,765
1561,702,SODIV-40238,1,2956
1562,702,SODIV-40043,5,2726
1563,703,SODIV-40050,1,1205
1564,704,SODIV-40596,1,635
1565,704,SODIV-40084,1,2754
1566,704,SODIV-40269,5,2537
1567,704,SODIV-40594,2,2939
1568,705,SODIV-40542,1,2620
1569,705,SODIV-40653,10,1397
1570,705,SODIV-40640,1,2982
1571,705,SODIV-40312,1,3490
1572,705,SODIV-40300,1,3095
1573,706,SODIV-40201,1,1887
1574,707,SODIV-40505,1,3377
1575,708,SODIV-40068,1,613
1576,708,SODIV-40338,1,298
1577,708,SODIV-40396,1,2616
1578,709,SODIV-40611,3,3814
1579,709,SODIV-40085,1,3974
1580,710,SODIV-40302,1,2580
1581,710,SODIV-40323,2,2665
1582,710,SODIV-40371,1,279
1583,711,SODIV-40335,1,2014
1584,711,SODIV-40069,4,3809
1585,711,SODIV-40669,2,3445
1586,711,SODIV-40608,3,529
1587,712,SODIV-40504,1,1200
1588,713,SODIV-40618,2,1752
1589,714,SODIV-40428,10,2287
1590,715,SODIV-40221,1,263
1591,716,SODIV-40448,5,3853
1592,717,SODIV-40476,4,1238
1593,718,SODIV-40402,2,1736
1594,718,SODIV-40410,1,1933
1595,718,SODIV-40439,1,2618
1596,718,SODIV-40408,1,238
1597,718,SODIV-40246,4,602
1598,719,SODIV-40064,1,2210
1599,720,SODIV-40625,10,450
1600,720,SODIV-40278,1,1536
1601,720,SODIV-40289,1,1523
1602,721,SODIV-40201,1,1887
1603,722,SODIV-40278,1,1536
1604,723,SODIV-40069,1,3809
1605,723,SODIV-40104,1,2500
1606,723,SODIV-40532,3,1243
1607,724,SODIV-40231,2,2041
1608,724,SODIV-40322,2,3976
1609,724,SODIV-40498,2,3829
1610,725,SODIV-40387,3,2608
1611,726,SODIV-40107,1,3362
1612,726,SODIV-40481,1,715
1613,727,SODIV-40108,1,566
1614,727,SODIV-40277,4,2469
1615,727,SODIV-40544,4,1971
1616,728,SODIV-40358,1,157
1617,729,SODIV-40513,1,2199
1618,729,SODIV-40503,1,3144
1619,729,SODIV-40497,4,3150
1620,729,SODIV-40660,2,1186
1621,729,SODIV-40132,5,2187
1622,730,SODIV-40286,1,1375
1623,730,SODIV-40110,4,2670
